feature,xgb_importance,shap_importance,combined_score,target_corr,removed_collinear,selected,selection_reason
Ret_NVDA_lag12,0.0019740271382033825,,0.0019740271382033825,0.13220685137763996,False,False,"RFE 탈락 (77위, score=0.0020)"
Asia_Pacific_YoY_accel,0.0019372223177924752,,0.0019372223177924752,0.2444419930852823,False,False,"RFE 탈락 (78위, score=0.0019)"
FRED_SemiProd_YoY_momentum_3_12,0.0019090486457571387,,0.0019090486457571387,0.1281419793064785,False,False,"RFE 탈락 (79위, score=0.0019)"
Ret_SOX,0.0018953777616843581,,0.0018953777616843581,0.23674121372012163,False,False,"RFE 탈락 (80위, score=0.0019)"
Eq_AvgRet_lag6,0.001690751756541431,,0.001690751756541431,0.15557113361252778,False,False,"RFE 탈락 (81위, score=0.0017)"
T10Y3M_lag6,0.0016555619658902287,,0.0016555619658902287,0.2859206041356121,False,False,"RFE 탈락 (82위, score=0.0017)"
FRED_NewOrder_YoY_momentum_3_12,0.001647363998927176,,0.001647363998927176,0.09380305412056378,False,False,"RFE 탈락 (83위, score=0.0016)"
month_cos,0.0016105625545606017,,0.0016105625545606017,0.007345078858809813,False,False,"RFE 탈락 (84위, score=0.0016)"
Asia_Pacific_YoY_vs_ma24,0.0015454277163371444,,0.0015454277163371444,0.39615970891860114,False,False,"RFE 탈락 (85위, score=0.0015)"
FRED_SemiProd_YoY,0.00152523850556463,,0.00152523850556463,0.08997920779537537,False,False,"RFE 탈락 (86위, score=0.0015)"
FRED_ConsSenti_YoY_momentum_3_12,0.0014322793576866388,,0.0014322793576866388,0.33493269901292466,False,False,"RFE 탈락 (87위, score=0.0014)"
InvSales_diff3,0.0014164228923618793,,0.0014164228923618793,0.29156492255317673,False,False,"RFE 탈락 (88위, score=0.0014)"
Ret_SKHynix_lag6,0.0013569967122748494,,0.0013569967122748494,0.11111874796904847,False,False,"RFE 탈락 (89위, score=0.0014)"
Ret_NVDA,0.0013539966894313693,,0.0013539966894313693,0.10949738113682282,False,False,"RFE 탈락 (90위, score=0.0014)"
Eq_AvgRet_lag12,0.0013458703178912401,,0.0013458703178912401,0.11992307735239074,False,False,"RFE 탈락 (91위, score=0.0013)"
Ret_TSM_ma3,0.0013143580872565508,,0.0013143580872565508,0.21184215812055884,False,False,"RFE 탈락 (92위, score=0.0013)"
FRED_NewOrder_YoY_accel,0.0012751691974699497,,0.0012751691974699497,0.15337391723452054,False,False,"RFE 탈락 (93위, score=0.0013)"
Ret_TSM_lag6,0.001233816728927195,,0.001233816728927195,0.1889212935059152,False,False,"RFE 탈락 (94위, score=0.0012)"
FRED_PCE_Core_YoY_ma3,0.001149816089309752,,0.001149816089309752,0.22340885677624947,False,False,"RFE 탈락 (95위, score=0.0011)"
Ret_Samsung_lag6,0.0010860874317586422,,0.0010860874317586422,0.1534358974226521,False,False,"RFE 탈락 (96위, score=0.0011)"
Ret_SOX_lag6,0.0010820573661476374,,0.0010820573661476374,0.16704624789823283,False,False,"RFE 탈락 (97위, score=0.0011)"
Worldwide_YoY_ma3,0.0010775054106488824,,0.0010775054106488824,0.3354892773918815,False,False,"RFE 탈락 (98위, score=0.0011)"
Ret_SKHynix_vol6,0.0009763552807271481,,0.0009763552807271481,0.055626741980506426,False,False,"RFE 탈락 (99위, score=0.0010)"
Asia_Pacific_YoY_vol3,0.0009578026947565377,,0.0009578026947565377,0.028579754709516698,False,False,"RFE 탈락 (100위, score=0.0010)"
Ret_ASML_lag6,0.0009561540209688246,,0.0009561540209688246,0.10491203429822256,False,False,"RFE 탈락 (101위, score=0.0010)"
Ret_ASML,0.0009514447883702815,,0.0009514447883702815,0.16650650254269916,False,False,"RFE 탈락 (102위, score=0.0010)"
Europe_YoY_accel,0.0009475991828367114,,0.0009475991828367114,0.28779665238581015,False,False,"RFE 탈락 (103위, score=0.0009)"
Ret_NVDA_ma3,0.0009249445283785462,,0.0009249445283785462,0.17614677278244262,False,False,"RFE 탈락 (104위, score=0.0009)"
Ret_Samsung_lag12,0.000900305574759841,,0.000900305574759841,0.00800632348781675,False,False,"RFE 탈락 (105위, score=0.0009)"
FRED_NewOrder_YoY,0.0008341159555129707,,0.0008341159555129707,0.045530416668008646,False,False,"RFE 탈락 (106위, score=0.0008)"
Ret_SKHynix_lag12,0.0008296878659166396,,0.0008296878659166396,0.07134462590489364,False,False,"RFE 탈락 (107위, score=0.0008)"
Japan_YoY_vol3,0.0008269643876701593,,0.0008269643876701593,0.06149509136408688,False,False,"RFE 탈락 (108위, score=0.0008)"
FRED_SemiProd_YoY_accel,0.0007088024285621941,,0.0007088024285621941,0.3598649876820972,False,False,"RFE 탈락 (109위, score=0.0007)"
Americas_YoY_accel,0.0006497676949948072,,0.0006497676949948072,0.28033166678908006,False,False,"RFE 탈락 (110위, score=0.0006)"
Ret_Samsung_ma6,0.0006421516882255673,,0.0006421516882255673,0.31788715285748154,False,False,"RFE 탈락 (111위, score=0.0006)"
Ret_TSM_lag12,0.0006006439216434956,,0.0006006439216434956,0.015869756816350538,False,False,"RFE 탈락 (112위, score=0.0006)"
